text,ASSORTMENT,PROMOTIONS,DELIVERY,PRICE,PRODUCTS_QUALITY,SUPPORT,CATALOG_NAVIGATION,PAYMENT
"Не хотелось бы снова получать скисшую зелень, а хотелось бы больше здоровых продуктов (кокосовое молоко с мякотью и без муки с сахаром, ореховую муку, разнообразие зелени, например). Очень нравится скорость доставки и поддержка от операторов!",1,1,0,1,1,0,0,0
"Изначально было огромный плюсом доставлять заказ за [NUM]-[NUM] минут, сейчас же можно ждать [NUM]-[NUM]. Нет больше этого большого плюса в вашу сторону, в сравнении с другими доставками, где ассортимент шире",1,0,1,0,0,0,0,0
"Очень долго везут заказ. Так же курьеры иногда хамят. Так же цены и доставка выросли, поэтому лучше заказывать в другом месте.",1,1,1,1,0,0,0,0
"Заявлено одно время доставки, а по факту другое каждый раз",0,0,1,0,0,0,0,0
"Уже не первый раз не соблюдается указанное время доставки. Статус курьер уже в пути не соответствует действительности, что он будет через [NUM] минуту тоже. Вместо [NUM] минут заказ привозится за [NUM] и то, еще не приехал. Вместо [NUM] минут - [NUM] минут.",0,0,1,0,0,0,0,0
"Очень часто заканчивается огромное количество продуктов первой необходимости. Некоторые позиции, типа детского питания после того, как закончатся, очень долго не пополняются, иногда до [NUM],[NUM] недель.",1,0,0,1,1,0,0,0
Все устраивает,1,0,0,0,1,0,0,0
Какого х [NUM] минутная доставка длится больше получаса??? Через дорогу находитесь а постоянные задержки,0,0,1,0,0,0,0,0
Долго,0,0,1,0,0,0,0,0
дороговато по сравнению с обычными сетевыми магазинами,1,0,0,1,0,0,0,0
"Было бы удобно, если можно было бы посмотреть, где находится курьер, когда везёт заказ. Если потеряется, то можно было бы ему позвонить (что тоже было бы удобно, если можно было связаться напрямую с курьером)",0,1,1,0,1,1,0,0
"канает, но не сильно, с пивом потянет",1,0,0,1,0,0,0,0
"Доставка стала дороже + поднялись цены на товары , выпечки достаточно мало",1,1,0,1,0,0,0,0
Вечные опаздывания. Порой путают заказы.,0,0,1,1,1,0,0,0
Доставка [NUM] час [NUM] минут - всегда не соответствует действительности ??,0,0,1,0,0,0,0,0
"Курьеры ,постоянно задерживаются , первоначально ,было все классно, акций -конечно не хватало, но было классно! Сейчас- ужас! Постоянная задержка курьеров, так а смысл пользоваться самокатом? Можно и Яндекс доставку с таким временем заказывать..",0,1,1,0,0,0,0,0
"Курьеры часто опаздывают, и доставка занимает не [NUM] минут, а [NUM] и даже [NUM]. Поддержка не работает от слова совсем, в случаях опозданий курьеров даже некуда обратиться, потому что поддержка не помогает, не приносит извинения- ничего не делает",1,0,1,1,0,1,0,0
Слишком долго,0,0,1,0,0,0,0,0
"Отвратительное отношение к покупателям. Служба поддержки бесполезная. Позиционируете себя как быстрая доставка, но когда вместо [NUM]-[NUM] минут доставка [NUM],[NUM]часа, а все что вы можете сделать это написать «извините» это конечно верх клиентоориентированности.",1,1,1,0,0,1,0,0
"Быстрая, удобная доставка, неплохой ассортимент продуктов. Иногда умирает приложение и забирает с собой нервы и время. Не хватает промокодов не только для новых пользователей, пусть хоть иногда.",1,1,0,1,0,0,1,0
Шпинат почти пропавший. Не свежий. В мусорку,0,0,0,0,1,0,0,0
Указывать реальный остаток времени и показывать на карте курьера.,0,0,1,0,0,0,0,0
"Не доволен сервисом, ждал заказ час, пока начнут собирать, на время оформления в [NUM]:[NUM] продукты были, спустя час их уже раскупили, соответственно, какого черта? Максимально не доволен сервисом",1,1,1,1,1,1,1,1
"Мне не понятно, почему в приложении пишут: [NUM] минуты, [NUM] минута, потом курьер вот-вот у вас и... Так минут на [NUM].??",0,0,1,0,0,0,0,0
Высокие цены. За последние время. Доставка [NUM]-[NUM] минут. Хотя склады находятся в пешей доступности,0,0,1,1,1,0,0,0
"Дом из пор не понимаю зачем вы пишете [NUM] минут, если каждый раз не укладываетесь в этот срок, может быть честно писать сколько времени займет сборка и доставка?",0,0,1,0,0,1,0,0
Очень дорого,1,1,0,1,0,0,0,0
"Ужасная поддержка, пишут только скриптами, никакой информации нормальной и конструктивного ответа",0,0,1,0,0,1,0,0
Долго доставляют,0,0,1,0,0,0,0,0
"Указано, что доставите за [NUM] минут, а выходит больше",0,0,1,0,0,1,0,0
"Малый ассортимент, нескромные цены, готовая еда за такое качество слишком оверпрайс,в остальном все ок",1,1,0,1,1,0,0,0
"Вы - знатные обманщики. Позиционируете себя как быструю доставку, в итоге ждёшь заказ [NUM] минут!!! Это по-вашему быстро?! Ещё и доставщика нужно искать и выбегать встречать, потому что он перепутал подъезды. Больше вашими услугами не воспользуюсь!",0,0,1,0,0,0,0,0
"Иногда привозят несвежие продукты, или мятые продукты. Доставка очень долгая",0,0,1,0,1,0,0,0
Часто доставка больше [NUM] минут,0,0,1,0,0,0,0,0
"Сделайте поддержку в приложении самоката, а не в телеге, увеличьте ассортимент, добавьте акции [NUM]+[NUM] или типо того",1,1,0,1,1,1,0,0
Очень долгая доставка в нашем районе,1,1,1,1,0,0,0,0
"Иногда не очень хорошо работает доставка, а в целом сервис неплохой. Также необходимым считаю пополнить ассортимент энергетических напитков без сахара. Спасибо!",1,1,1,0,0,0,0,0
"Постоянно задерживается доставка, то курьера найти не могут, то в приложении пишут «курьер будет через [NUM] минуты», а в итоге [NUM]-[NUM] минут проходит. Продукты привозят хорошие, жалоб нет, все сроки свежие, овощи и фрукты замечательные. Но постоянные опоздания",0,0,1,0,0,0,0,0
"Всегда ни очень быстрая доставка, когда нужно срочно,вечно курьеры едут [NUM]-[NUM] минут. Ассортимент бы пополнить))",1,1,1,0,0,0,0,0
"Поддержки никакой, если не устраивает меня срок годности продукта его не возможно вернуть. Больше заказывать нет желания.",0,0,0,0,0,1,0,0
Заказ задержали более чем в два раза,0,0,1,0,0,1,0,0
Не во время привозят продукты,1,0,1,1,0,0,0,0
"Молодцы ??только побыстрей бы доставка приезжала, но понимаю что на велосипеде это невозможно",0,0,1,0,0,0,0,0
"В целом, всё устраивает, но раньше доставка была намного быстрее",1,1,1,1,0,0,0,0
"все хорошо и классно, но цены очень завышены",1,1,0,1,0,0,0,0
"[NUM] минут ждём доставку, немыслимо дллго",1,1,1,0,0,0,0,0
"Почти все отлично, но больше бы ассортимент",1,1,1,1,0,0,0,1
"Расширьте ассортимент, завезите круассаны и кукисы от самоката!!!! А еще карпаччо из курицы или индейки, я физически в нем нуждаюсь. (и нового поставщика на салат цезарь)",1,0,0,0,0,0,0,0
"Заказ часто приезжает не вовремя, а поддержка никак не реагирует . Хочется больше точности и лояльности",0,0,1,0,0,1,0,0
Очень долго собирают заказы,0,0,1,0,0,0,0,0
"продукты постоянно не свежие, даже если срок ещё нормальный, качество продуктов оставляет желать лучшего. видно что не правильное хранение. курьеры не читают комментарии, постоянно пишу, что не звонили и не стучали в дверь, всё равно долбятся.",0,0,1,0,1,1,0,0
Не хватает разнообразия и картофеля фри,1,1,0,1,0,0,0,0
"Постоянно неправильно указывается время, вместо заявленных [NUM] минут доставляют от [NUM] минут",0,0,1,0,0,1,0,0
Очень плохо. С осени [NUM] года сервис доставки отвратителен. Очередное ожидание заказа более [NUM] минут. Жду последний заказ и удаляю приложение,0,0,1,0,0,0,0,0
"Удобно, но что-то намного дороже чем в магазине.",1,1,0,1,1,0,0,0
курьер неадекват,0,0,1,0,0,0,0,0
"Мне не хватает вегетарианских продуктов, безлактозных, ассортимент в этих категориях скуден",1,1,0,0,0,0,1,0
Очень часто подводит доставка,0,0,1,1,0,0,0,0
Постоянно задерживаются курьеры,0,0,1,0,0,0,0,0
"Все нормально, только с заказом от [NUM] р вы с яндекс лавкой конкурировать не сможете. Лучше сделайте как у них, платную доставку",0,1,0,1,1,0,0,1
Курьеры еду долго. Порой грубят качество товаров это вообще фу,1,1,1,1,1,1,1,1
Нет лояльности к клиентам,0,1,1,1,0,1,0,0
Очень дорого и малые порции,1,1,0,1,1,1,0,0
"Было бы удобнее и комфортнее, если бы можно было отслеживать, где курьер, по карте. Спасибо!",0,1,1,1,0,0,0,0
Пятерочка быстрее работает,0,0,1,0,0,1,0,0
"Доставка бывает очень долго при то что пишет [NUM] минут, а ждёшь по часу. Часто поступают звонки по самокату а когда берешь трубку то слышишь чей то разговор на заднем фоне.",0,0,1,0,0,1,0,0
"всё отлично, просто замечательно, КРОМЕ ЦЕН! ребят, я понимаю, бизнес и все дела, но накручивать [NUM]% на цену, как в магазине, которая уже накручена — это немного хамское отношение к вашим юзерам, с [NUM] года пользуюсь, цены с тех пор ^ [NUM]%",0,0,0,1,0,0,0,0
"Иногда в доставке легко мнущиеся продукты зелень листья салата томаты кладут на самое дно , а сверху тяжелые продукты . Часто бывает что упаковка продукта нарушена. Так в последний раз мне привезли рваную упаковку с чечевицей которая рассыпалась по пакету",1,1,1,1,0,0,0,0
Какой раз уже ваш курьер не приезжает вовремя,0,0,1,0,0,0,0,0
все круто,1,1,1,1,1,1,1,1
[NUM],0,1,0,0,0,0,0,0
Очень долгая доставка. Овощи привозят испорченные,0,0,1,0,1,0,0,0
-,0,0,1,1,0,0,0,0
"Поддержка стала работать хуже, чем раньше. Ответ модет занимать около [NUM] минут, доставка так же стала дольше, вчера доставили за час, поддержка вообще не отвечала, что случилось. Конечно бывают разные обстоятельства и все все понимают, но раньше сервис ..",1,1,0,0,0,1,0,0
Цены сильно завышены. Даже акционные товары по цене выше магазинных. Но все таки удобно,0,1,0,1,0,0,0,0
"Вечная проблема с вашим приложением, постоянно не правильно показывает время доставки, стоишь по [NUM] минут ждёшь, когда показывает, что через минуту будет!!!",0,1,1,1,0,1,0,0
"Минимальный ценник заказа слишком большой, раньше еще было нормально, не так часта завешенная цена, а сейчас почти всегда очень дорого",1,1,1,1,0,0,0,0
Маленький ассортимент,1,1,0,1,0,0,1,0
"Добавьте ассортимент выпечки. Круассаны с шоколадом убрали (очень расстроили, мы постоянно их брали) поиск продуктов в приложении очень не удобный. Все пестрое (лучше сделать попроще) и цены на некоторые позиции конечно очень не гуманные (нужно исправить)",1,0,0,1,0,0,1,0
"курьеры не читают комментарии к заказам, цены выше , чем в обычных магазинах(пятерочка,перекресток и тд), ассортимент небольшой",0,0,1,1,0,0,0,0
Часто не качественные продукты и долгая доставка. Ассортимент маленький и не разнообразный . Не приветливые курьеры .,1,1,1,1,1,0,1,0
Постоянно доставки от пятисот и тысячи рублей. Не могу я так часто заказывать на такие суммы. Хочется например чего то одного. Я сидя на карантине не могу себе позволить выходить на улицу. Часто заканчивающийся ассортимент тоже очень большая проблема.,1,0,1,0,0,1,0,0
"Курьеры не грамотные , и стучаться в дверь не умеют когда их об этом просят",0,0,1,0,0,0,0,0
Привезли размокшую чиабатту,1,0,0,0,1,0,0,0
Плохой ассортимент,1,1,0,0,0,1,0,0
Цены и скорость,0,0,1,0,0,0,0,0
"Часто приносят пропавшие продукты ( особенно кефир , заказывали [NUM] раза подряд кефир и каждый раз приносилипропавший), гнилые фрукты и овощи . Так же при выборе товара хотелось бы видеть не только граммы но и количество шт. в упаковке ( яблоки, перцы и тд",1,0,0,0,1,0,0,0
"Заказы от определенной суммы… уберите. Мы можем ведь и как раньше, начать ходить в магазин ногами!…",1,0,1,0,0,0,0,1
"Цены стали выше чем в магазинах, к сожалению",0,1,0,1,0,0,0,0
"Всегда нравилось заказывать у вас готовую еду и просто продукты, но сегодня заказала Бургер и салат цезарь. Просто выкинули, было невкусно, курица как будто пропала.",0,0,0,0,1,0,0,0
"Отвратиьельная функция отдавать заказ по звонку! Я не могу находиться все время у телефона на работе, из-за этого курьер не отдает мой заказ другим коллегам, отменяет его и уезжает. Из-за этого и я и мои коллеги остаются без еды. Буду переходить на Яндекс",0,0,1,0,0,0,0,0
Ну крутой онлайн магазинчик но цены все таки дорогие вот радует что есть скидки хотябы,1,1,1,1,0,1,0,0
"Цены выше чем во многих магазинах ,постоянно задержка курьеров,нет никаких накопительных систем",1,1,1,1,0,0,0,0
"после прошлой ситуации, когда заказ везли больше [NUM],[NUM] часов , за место обещанных [NUM] минут, комментарии вряд ли нужны.",0,1,1,1,0,1,0,0
ок,1,1,1,1,1,1,1,1
"Было бы намного лучше , если в ассортименте будет больше продуктов без сахара , протеиновые батончики и т.д ??",1,1,0,1,1,0,0,0
Прислали мятые бананы из четырёх два. Готовая замороженная еда была негерметичная и испорченная. Пришлось выбросить,0,0,0,0,1,0,0,0
Цены выше чем в магазинах,1,1,0,1,1,0,0,0
"Дважды расстроили! Единственный плюс бесплатная доставка, и качество ассортимента",0,0,1,0,0,0,0,0
"Попробовать снизить цены, путем увеличением время доставки",0,0,0,1,0,0,0,0
Необходимо развиваться,0,1,1,1,0,0,0,0
"Круто, быстро, а главное всё свежо!",0,0,1,0,0,0,0,0
Можно показывать через сколько минут приедет курьер,0,0,1,0,0,0,0,0
"Обычно, когда я хожу в магазин я трачу меньше денег, чем если закупаюсь у вас",0,1,0,1,0,0,0,0
круто,1,1,0,1,0,0,1,0
Сделать минимальную сумму заказа [NUM],1,0,1,1,0,0,0,0
Норм,1,1,1,1,0,0,0,0
Долго доставка,0,0,1,0,0,0,0,0
"Фрукты всегда привозят самые страшные, цены дороже, чем в перекрестке или пятерочке и маленький выбор",1,0,0,1,1,0,0,0
Не всегда начисляются обещанные бонусы.,0,1,0,1,0,0,0,0
"Готовая еда слишком часто приезжает испорченной, больше заказывать не буду. В остальном - быстрая доставка, приятные цены, хороший выбор, продукты не вашего производства отличные:)",0,0,0,0,1,0,0,0
"Раньше быстро привозили заказ, а сейчас долго",1,0,1,1,1,0,0,0
Ничего хорошего,0,0,1,0,0,0,0,0
Супер быстро,1,1,0,1,0,0,1,0
Все норм,1,1,0,0,0,1,0,0
"Всё супер,но часто вместо [NUM] минут,как раньше,время поменялось на полчасс",0,0,1,0,0,0,0,0
"В целом все ок. Расстраивают задержка, иногда разбросанные продукты или не всегда свежие.",0,1,1,1,1,1,0,0
"Курьеры постоянно задерживаются, время доставки всегда выше заявленного",1,0,1,0,0,0,1,0
Дороговато,1,0,0,1,0,0,0,0
Прошло [NUM] минут и не понятно где курьер,0,0,1,0,0,0,0,0
"Одно из самого лучшего, что можно было бы улучшить, это видит рейтинг продуктов отзывы покупателей, потому что покупаешь и не видишь как кота в мешке. Потом жалуешься в поддержку, которая ничего не слышит и толком, ничего не меняет.",1,0,0,1,1,1,0,0
"классно, но неудобно отслеживать курьера. готовая еда через раз вкусная. будто одно готовить из продуктов, а другое из отходов и пластика",1,0,1,0,1,0,0,0
Нехочу,1,1,1,1,0,0,0,0
"Очень часто задерживается доставка заказа. Бывает ждешь [NUM],[NUM]-[NUM],[NUM].Плюс некоторые курьеры даже не здороваются.Качество фруктов,овощей часто не айс.Например покупать клубнику за [NUM] рублей-а там [NUM]зеленых ягод.Лучше в магазин сходить и взять кг красных ягод",0,1,1,0,0,0,0,0
"Все хорошо, но иногда очень долгая доставка. Раньше такого не было",0,0,1,0,0,0,0,0
Доставка уже давно не [NUM] минут. Каждый раз больше,0,0,1,0,0,0,0,0
"Сделайте, пожалуйста, так, чтобы если чего-то вдруг не стало в наличии, то было согласование с клиентом по поводу замены, а то минимальная стоимость заказа есть, а заказ привозят не полностью. При чем как на зло, нет того, что больше всего было нужно",1,0,1,1,0,1,0,1
Очень нравится скорость доставки и собственный бренд Самоката,0,0,0,0,0,0,1,0
"Все хорошо, но оденьте всех курьеров в форму, несколько раз было недопонимания, тк у курьера не было опознавательных знаеовг",0,0,1,0,0,0,0,0
Очень долго доставляют!,0,0,1,0,0,0,0,0
"Очень маленький ассортимент, очень мало готовой еды и она дорогая. Качество столовой, а цены завышены. Фрукты и овощи также очень дорогие, скидок на эти категории крайне мало. По поводу качества продуктов тоже есть некоторые вопросы, но уже не помещается",1,1,0,1,1,0,1,0
"В целом все устраивает, но на некоторые товары слишком большая наценка. Приятный бонус - качественные и вкусные продукты от вашего бренда.",1,1,0,1,0,0,0,0
"Хорошее приложение, но доставка очень долгая",0,0,1,0,0,0,0,0
Время доставки увеличилось с [NUM] минут до [NUM]-[NUM]-[NUM] минут.,0,0,1,1,0,0,0,0
куда делись товары за [NUM] руб и почему мало промокодов. товары бывают не свежие как будто люди которые собирают заказы слепые но мы все понимаем что им просто надо сплавить свой неликвид. привозят благо вовремя. ассортимент конечно небольшой(,1,1,0,1,1,0,1,0
Доставка стала хуже. Долго ждать,0,0,1,0,0,0,0,0
Ну такое,1,1,1,1,1,0,1,0
Очень долго доставляется заказ,0,0,1,0,0,0,0,0
"Доставка стала просто ужас, раньше доставляли строго по времени, теперь растягивают время сколько хотят, по принципу, много клиентов, подождут. Много клиентов-не значит, что отношение к ним должно стать пофигистичным! Клиентов и их время нужно уважать!",0,0,1,0,0,0,0,0
"Отвратительные курьеры, которые не знают русского языка и постоянно забывают товары из заказа, отсутствие нормальной тех поддержки (никогда не дозвонишься до вас)",0,1,1,0,0,1,0,0
Расширяйте ареал доставки,0,0,1,0,0,0,0,0
"Бывает доставляют за [NUM] минут, а бывает один хлеб ждешь [NUM] часа. Пока дождешься уже ничего не нужро",0,0,1,1,0,1,0,0
Очень долгие доставки,0,0,1,0,0,0,0,0
"Нельзя оставить отзыв ни о продуктах ни о доставке, многое можно было бы покупать больше знай мнение других",1,0,0,1,1,0,0,0
"Устал получать раздавленные бутылками продукты типа сырков и прочего. Неужели не хватает интеллекта положить эти сырки хотя бы сверху в пакет, а не вниз?",1,0,1,0,1,0,0,0
Доставка все время задерживается при этом поддержка никак не помогает и отвечает еще дольше,1,0,1,0,0,1,0,0
Постоянно привозят тухлое мясо. Уже раз [NUM] с этим столкнулась. Каждый раз обещают решить вопрос и ничего не меняется (,0,0,0,0,1,0,0,0
"цены сильно завышены относительно других магазинов, но доставка просто супер",1,1,0,1,0,0,0,0
"Трижды получала ТУХЛУЮ копчёную селёдку от одного и того же числа изготовления - [NUM].[NUM].[NUM]. Деньги вернули, но настроение испорчено, планы нарушены. Несколько раз получала скисшее молоко или на исходе срока годности.",1,0,0,1,1,0,0,0
Овощи практически всегда не свежие и доставка [NUM]-[NUM] мину,0,0,1,0,1,0,0,0
Не хватает после оплаты и больше ассортимент,1,0,1,1,0,0,0,1
"Местами создаёте ложную рекламу. Обещали доставку за [NUM] минут, а нету через полчаса. А поддержка это что-то с чем-то, не могут ответить [NUM] минут где курьер. Ужасный сервис",0,0,1,0,0,1,0,0
"Доставка от тысячи рублей дорогая, раньше было лучше...",0,0,1,0,0,0,0,1
"В наш дом нет доставки, а соседний дом возможно",0,1,1,1,0,1,0,1
"Цены часто выше чем в магазине, а ассортимент значительно беднее, но доставка решает",1,0,0,1,0,0,0,0
"Очень долгая доставка последнее время. И качество еды на [NUM]. Заказала рукколу,привезли тухлое",0,0,1,0,0,0,0,0
Иногда долго доставляете,0,0,1,0,0,0,0,0
"Пишите что курьер будет через [NUM] минуту , по факту ждём его [NUM] минут .",0,0,1,0,0,0,0,0
"Очень долгая доставка,нет связи с курьером, каждый день разные цены",1,0,1,1,1,0,0,0
"У вас заявлена доставка [NUM] минут, хотя это никогда не случается. И если Яндекс лавка всегда пишет четкое время через сколько они доставят, вы каждый раз пишите ерунду. Очень обидно :(",0,1,1,1,0,0,0,0
Очень долгая доставка в последнее время,0,0,1,1,1,0,0,0
[NUM]чеса ждали это пипец это бордак,0,0,1,0,0,0,0,0
"Раньше часто пользовалась, сейчас ухудшился сервис, недоброжелательные люди в тех поддержке, курьеры постоянно привозят испорченные фрукты и ягоды…",0,0,1,0,1,1,0,0
"по скорости доставки вы очень проигрываете яндексу(его сервису [NUM]).цены на те же продукты у вас намного выше.нет круглосуточной доставки и системы бонусов.от готовой еды у меня и моих друзей часто проблемы с жкт,больше не заказываем. больше не влезло((",1,0,1,1,1,1,0,0
Почти в каждом заказе есть просрочка или продукт плохого качества. Хотя в целом сервис ваш отличный!,1,1,0,1,1,0,0,0
"Дорого очень, это главный минус в остальном норм",1,1,0,1,0,1,1,0
"Быстро , но цены высокие",1,0,0,1,0,0,0,1
"Все прекрасно кроме того, что бывает, что долгая доставка (час), но не всегда, конечно и высокая цена минимального заказа.",1,0,1,1,0,0,0,1
"Все супер , но цены можно ниже",0,1,0,1,0,0,0,0
"Косяки с доставкой - ваш фирменный стиль. Дежурные отмазы поддержки, отсутствие компенсации - и это при отличном ассортименте (( Давно ушла в лавку, возвращаюсь в Самокат только если совсем припрет.",0,0,1,0,0,0,0,0
Долго и дорого в основном,0,1,1,1,0,0,0,0
"Пока заказывал продукты на минимальную сумму [NUM]р, нажимаю оплата и там уже [NUM], в течении двух минут добавил на [NUM] и нажимаю оплатить, там уже сумму [NUM], очень плохо, минус к вашей карме ??",0,1,1,0,0,0,0,0
"Вы хорошие, но иногда курьера ждешь час, а не [NUM] минут",1,0,1,1,0,0,0,0
Постоянно задерживаются курьеры,0,0,1,0,0,0,0,0
"Фрукты часто не свежие, бывают уже с черными пятнами, все остальное отлично",1,0,0,0,1,0,0,0
У меня очень неоднозначнре о вас мнение,1,0,0,1,0,0,1,0
"Скорость доставки отличается от указанной, часто бывает, что доставка занимает почти час",1,0,1,0,0,1,0,0
"Зависает сайт,заказывает два раза",0,1,0,0,0,0,0,0
"Хорошее приложение, но когда в самый нужный момент нужен заказ, то везут его дольше всего ??",0,1,1,0,0,0,0,0
Долгая доставка,1,0,1,0,0,0,0,0
Очень маленькие объёмы,1,1,0,1,0,1,1,0
Привозят часто позже чем обещано,1,1,1,0,1,0,0,0
????,1,1,0,1,0,0,0,0
Вместо [NUM] минут даже за час не привозите,0,0,1,0,0,1,0,0
"Очень удобно и хорошо.  Но после моего инцендента с акциями,очень поменялось мнение",0,1,0,0,0,0,0,0
в целом все ок ??,0,1,0,1,0,0,0,0
"Бывают проблемы с продуктами в холодильнике - сыры, мясо, зелень. Неприятно, что приходится тратить время разбираясь и перезаказывая. Было здорово раньше, когда все доставки были гарантировано в течении [NUM] минут",1,1,1,1,1,0,0,0
Жду вас,1,0,1,0,0,0,0,0
"хорошие ребята, но раз [NUM] попадалась просрочка или плесень на овощах",0,1,0,1,1,0,0,0
Не хватает отслеживания курьера на карте,1,0,1,0,0,0,0,0
"Добавьте раздел ,редактировать заказ ,добавить заказ",1,0,0,0,1,1,0,0
"Иногда доставка очень быстрая, а иногда пишут время доставки [NUM] минут, а привозят через [NUM]. А овощи и фрукты иногда привозят ""зелеными""",0,0,1,0,1,0,0,0
"круто, классно, молодцы",1,1,0,1,1,0,0,0
"Слишком долгие доставки, но продукты всегда на высоте",1,0,1,0,0,1,1,0
"Курьерам платят мало, нагрузки большие. Акций нет, скидок нет, цены высокие",0,0,1,1,0,1,0,1
кайфули так то,1,1,0,0,0,0,0,0
"Все отлично! Но цены в два раза выше нежели чем в магазине продуктовом и СберМаркете, также ассортимент и акций!",1,1,0,1,0,0,0,0
"Классно все, но хотелось бы карту с отслеживаем курьера онлайн",0,0,1,1,0,0,1,0
дорого,0,1,1,1,0,0,1,0
"Ужасный сервис, ужасное время доставки, курьеры, которые ни слова не понимают на русском",0,0,1,0,1,0,0,0
"Сильно увеличилось время доставки. Раньше можно было заказать к завтраку любимые «самокатовские» продукты, а теперь они приезжают после завтрака. Это грустно",0,0,1,0,0,0,0,0
"Очень удобно что цена за доставку небольшая - когда нет возможности выйти это прямо спасение. Хотелось бы чтобы фиксированная сумма была ниже, например [NUM]р",1,0,0,1,0,0,0,0
Часто курьеры задерживаются и бывает не качественный товар,0,0,1,0,1,0,0,0
Бывает крайне долгая доставка,0,0,1,0,0,0,0,0
?,1,0,0,1,0,0,0,0
"Готовые блюда привозят за день до просрочки, не соблюдаются условия хранения продуктов, часто еда уже испорчена. Курьеры через раз не аккуратно доводят еду, ведут себя некорректно с клиентами . В остальном все хорошо",0,0,1,0,1,0,1,0
Дорого слишком загнули я считаю,1,1,1,1,0,0,0,0
"В целом все нормально, но качество продуктов и их количество очень маленькое, максимум, что я заказываю это мелочи и вкусняшки",1,1,0,1,1,0,0,0
Классные товары производства «самокат»,1,0,1,0,0,0,0,0
Многие позиции часто отсутствуют и маленький выбор некоторых продуктов,1,1,0,1,0,0,0,0
Долго возят,0,0,1,0,0,0,0,0
"Снять бы с тебя трусики, схватить тебя за попу и раздвинуть её, чтобы анус и влагалище приоткрылись немножко и получились две открытые дырочки, примкнуть ротиком к ним и кончиком шершавого язычка прямо внутри киски и попки покругу",1,1,0,1,0,0,0,0
"На некоторые позиции бывает слишком завышенная цена. Можно в обычном магазине купить дешевле. Но, хочу отметить отличную работу курьеров ??",1,1,0,1,0,0,1,0
"Ужасно,уезжают с заказом раньше времени",1,0,1,1,1,0,0,1
"Прекрасный сервис по скорости, но количество ассортимента удручает",1,1,0,1,0,0,1,0
Очень долгая доставка в центре города,0,0,1,0,0,0,0,0
"Всегда очень долго собирают заказ и так же долго его доставляют, хотя цфз находится прямо в моем доме.",0,0,1,0,0,0,0,0
Писала уже в поддержку в ответ тишинаааа,0,0,1,0,0,1,0,0
"Долгая доставка, поддержки как таковой нет, ответа приходится ждать долго и вопрос решить не могут, только отписки однотипные",0,0,1,0,0,1,0,0
"Курьер плохо говорит по русски, заставлял забрать заказ с первого этажа",0,0,1,0,0,0,0,0
"Доставка занимает больше, чем [NUM] минут",1,0,1,1,0,0,0,0
Привозят продукты позже чем показано в приложение,0,1,0,0,0,0,0,0
"Ужасно, маринованные томаты это ужас!!!",0,0,0,0,1,0,0,0
Посредственность,1,1,1,1,1,0,0,0
просрочка,0,0,0,0,1,1,0,0
??,1,1,0,0,1,0,0,0
????,1,1,0,0,0,1,0,0
"Ну бля, майонез приехал бракованный, сеннабон блять дорогой, выбрать нечего, булочки постоянно заканчиваются. Хотел купить сосиску в тесте, а их нет ебать, мне пришлось свою пытаться съесть, так ничего и не вышло",1,1,1,1,1,0,1,1
"Еда всегда с истекаюшим сроком годности, я об этом писала неоднократно в службу поддержки, делала пометку в своём личном кабинете, бесполезно. Доставка никогда не бывает за обещанных [NUM] минут, хотя пункт находится в [NUM] метрах от моего подъезда. И много ещ",1,0,1,0,1,1,0,0
"Очень долгая доставка , заказываю уже не первый раз , и всегда приходится ждать дольше обычного",0,0,1,0,0,0,0,0
Долгая доставка! Ужас,0,0,1,0,0,0,0,0
"Дорого, качество продуктов стало хуже, ассортимент товара можно увеличить, заказ чаще приезжает позже указанного времени.",1,0,1,1,1,1,1,0
"Спасибо, доставляете долго но вкусно спасибо самокат и цены понизте",0,0,0,1,0,0,0,0
Скидки у вас не плохие. Но обращайте внимание на качество продуктов. Иногда в этом у вас есть проколы,0,1,0,1,1,0,0,0
"Думаю о Вас хорошо. Нет возможности добавить продукт, пока заказ собирают. Иногда нереально долгая доставка.",0,1,0,1,0,1,0,0
"Всегда долгая доставка, цены дороже, чем в Яндекс лавке",1,0,1,1,0,0,0,0
Сделайте для постоянных клиентов бонусы,1,1,0,1,0,0,0,0
"Когда доставляете все срок и так как было в корзине, то [NUM]/[NUM]. Но когда задержки свыше установленного времени и достигают около часа сами должны понимать в каком состоянии находится клиент и его реакция когда есть ожидание/реальность",0,0,1,0,0,1,0,0
Промокоды на скидку не работают!!!,0,1,0,1,0,0,0,0
"Часто продукты со сроком годности «на грани», засохший хлеб или черствый круассан.",0,0,1,0,0,1,0,0
"Очень стала долгая доставка, постоянные задержки, не рассчитать время.",0,0,1,0,0,0,0,0
Опоздания,0,0,1,0,0,0,0,0
"Надеюсь, что вас скоро закроют",1,1,1,1,1,1,1,1
Было бы славно иметь функцию оставить заказ у двери,0,1,1,1,0,1,1,0
Быстрая доставка еды! Хотелось бы более расширенный ассортимент готовых блюд,1,0,0,0,1,0,0,0
Не серьезная организация,1,0,1,0,0,1,0,0
"Последнее время частые косяки с качеством продуктов. Часто с исходящим сроком годности, или если овощи, то с поеченью",0,0,1,0,1,1,1,1
"Пожалуйста, привозите напитки охлажденными!",1,0,0,1,1,0,0,0
