text,ASSORTMENT,PROMOTIONS,DELIVERY,PRICE,PRODUCTS_QUALITY,SUPPORT,CATALOG_NAVIGATION,PAYMENT
"Мало фишек из-за которых сюда хочется возвращаться, мало вариантов доставки, мало продукции и видов продукции",1,0,1,0,0,0,0,0
Долго везете заказ!!! Можно умереть,0,0,1,0,0,0,0,0
"Часто задерживаются, бывают проблемы с качеством товара.",0,0,1,0,1,0,0,0
Хорош,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Очень много заказов и очень мало курьеров,0,0,1,0,0,0,0,0
Следует улучшить скорость доставки,0,0,1,0,0,0,0,0
"За [NUM],как будто чек в кафе каком-то,а по факту [NUM]",0,0,0,1,0,0,0,0
"Очень долгая доставка. Бывает доставляете больше часа. Тот же Сбермаркет доставляет быстрее, хотя в пример его никогда не ставил.",0,0,1,0,0,0,0,0
"За все время самокат был хорошим предложением, но качество меня не устроило, один раз мне вообще пришел тухлый кокос..",0,0,0,0,1,0,0,0
Удобные сервис быстрой доставки. Не очень удобный каталог товаров. Продукты не всегда свежие,0,0,1,0,1,0,1,0
"Очень часто привозят некачественный товар , при общении по телефону грубят, когда звонят из даркстора.",0,0,0,0,1,1,0,0
Часто товар плохого качества и долгая доставка.,0,0,1,0,1,0,0,0
Очень долго жду заказ,0,0,1,0,0,0,0,0
Привет,0,0,0,0,0,0,0,0
постоянные установки цен под [NUM] рублей,0,0,0,1,0,0,0,0
"Сделайте уже наконец, чтоб было видно, есть ли свободные курьеры, а не так, что на вас надеешься, ибо времени мало, а в итоге опаздываешь во всюду и ничего не приезжает????",0,0,1,0,0,0,1,0
доставка задерживается,0,0,1,0,0,0,0,0
"Всё отлично, но иногда качество не очень",0,0,0,0,1,0,0,0
"Долгая доставка , всегда.",0,0,1,0,0,0,0,0
"Совсем не [NUM] минут , а [NUM]!",0,0,1,0,0,0,0,0
"Курьер сегодня везет заказ уже больше часа, при этом не предупредили. Товар уже и не нужен так поздно. Приходится сидеть и ждать его в [NUM] часа ночи. В целом, цены на многие продукты выше рыночных. Поиск и навигация отличная.",0,0,1,1,0,0,1,0
Курьеры часто задерживаются,0,0,1,0,0,0,0,0
мяу,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
"В последнее время составы продуктов от Самоката, которые раньше были из натуральных ингредиентов, ухудштлось. Много консервантов, вместо масла везде маргарин.",0,0,0,0,1,0,0,0
"Не корректно указывается время, через сколько прибудет курьер. Когда заказываю еду на работу, я специально спускаюсь ко входу за пару минут до прибытия, но жду в итоге минут по [NUM]-[NUM].",0,0,1,0,0,0,0,0
"ОЧЕНЬ И ОЧЕНЬ ДОЛГО ДОСТАВЛЯЕТЕ. Раньше было [NUM]-[NUM] минут, сейчас же [NUM]-[NUM] минут. Деливери и Яндекс еда так же доставляет и ассортимент больше",1,0,1,0,0,0,0,0
"Удобно, конечно, что курьер приезжает в течение [NUM] мин. (За [NUM] минут ко мне приезжали). Многие продукты гораздо дороже, чем в магазинах. Товары для животных имеют большую наценку. Вода питьевая дороже, чем в аналогичном сервисе в сбермаркете",0,0,1,1,0,0,0,0
Очень долгая доставка стала,0,0,1,0,0,0,0,0
"Очень большие цены (х[NUM] от цен в магазине). Ассортимент не такой большой, как хотелось бы. Не приветливые курьеры, которые портят мнение о компании. Которые, бывает, путают что то",1,0,1,1,0,0,0,0
"Хотелось бы, чтобы цены были ниже. Тогда и заказывали бы у вас намного чаще. В магазинах все намного дешевле",0,0,0,1,0,0,0,0
"Сложный поиск товаров. Товар одной категории может находиться в разных разделах. Многих товаров нет в наличии.",1,0,0,0,0,0,1,0
"Уже час ждем. Центр города. Что происходит?",0,0,1,0,0,0,0,0
"Прошла вашу игру в словарик, в итоге промокод не применяется, телефон купила с рук, промокод на первый заказ не применился, потому что ранее на этом устройстве был самокат, в общем хрень какая то на других сервисах такого нет",0,1,0,0,0,1,0,0
"Всё ок, но иногда что-то дорого.",0,0,0,1,0,0,0,0
"часто задерживается доставка, несколько раз привозили испорченные продукты",0,0,1,0,1,0,0,0
Так себе,0,0,0,0,0,0,0,0
Дорого,0,0,0,1,0,0,0,0
Пиздец,0,0,0,0,0,0,0,0
"Все хорошо, но в заказе была морковка пропавшая кислая",0,0,0,0,1,0,0,0
"Время [NUM] минут, сейчас полчаса. В чем тогда разница от других приложений?? Самокат выбирали за скорость, сейчас беспонтово все стало.",0,0,1,0,0,0,0,0
"Время доставки, постоянно превышает указанное.",0,0,1,0,0,0,0,0
"Делаю заказы почти каждый день. Хотелось бы получать больше бонусов скидок. Так же, я бы рекомендовал добавить уровни зрелости фруктов и овощей. Понятно, что это сложно, но... Бананы (зелёные / с точками), авокадо (твёрдое/мягкое) и тд.",0,1,0,0,1,0,0,0
"Доставка стала оставлять желать лучшего. Зачастую заказ ждешь по [NUM] минут.",0,0,1,0,0,0,0,0
"слишком высокая стартовая цена и маленький ассортимент продуктов",1,0,0,1,0,0,0,0
"В последнее время самокат стал все хуже работать, причем во всех смыслах (доставка, продукты, служба поддержки) Очень жаль, хорошее было начало",0,0,1,0,1,1,0,0
Самокат стал очень дорогим!!!,0,0,0,1,0,0,0,0
"Все супер, за исключением цен. Вы рискуете разные цены практически каждый день и это смешно выглядит со стороны. Например адреналин к вам стоил [NUM]?, на след день вы рисуете ему скидку мол он стоил [NUM] или сколько там и по скидке [NUM]. Это глупо",0,1,0,1,0,0,0,0
"Очень долго ищите курьера, иногда заказ можно ждать час. За это время можно сварить старые пельмени из морозилки и отменить заказ, чем ждать.",0,0,1,0,0,0,0,0
Всегда доставляют больше [NUM] минут,0,0,1,0,0,0,0,0
Вечно виснет,0,0,0,0,0,0,0,1
Частенько привозят заказы после получаса,0,0,1,0,0,0,0,0
"Здравствуйте, очень долго доставляете доставку!",0,0,1,0,0,0,0,0
"В последнее время ухудшилось качество продуктов. Присылают с маленьким сроком годности. С последнего, что запомнилось [NUM] штук яиц - срок годности заканчивается через [NUM] дня. Это не нормально",0,0,0,0,1,0,0,0
Нечего хорошего,0,0,0,0,0,0,0,0
"Очень мало позиций и часто нет нужно товара а так же доставка очень долгая",1,0,1,0,0,0,0,0
Задержка в заказе,0,0,1,0,0,0,0,0
"Длительность доставки. Товары, как минимум не те, что есть в перекрёстке, пятёрочку.",1,0,1,0,0,0,0,0
Готово,0,0,0,0,0,0,0,0
В последнее время доставка очень долго,0,0,1,0,0,0,0,0
"Всё отлично, но не хватает функции просмотра месторождения курьера во время доставки. Также было бы приятно, если бы курьеры читали комментарии к адресу.",0,0,1,0,0,0,1,0
"В последний месяцы доставка дольше , чем из Яндекс. Хотя даркстор в соседнем доме от меня.",0,0,1,0,0,0,0,0
"Доставка должна быть [NUM] минут хотя по факту все [NUM]-[NUM]",0,0,1,0,0,0,0,0
Контроль качества при сборке оставляет желать лучшего,0,0,0,0,1,0,0,0
"При задержке доставки не предоставляется номер курьера, даже по многочисленным просьбам",0,0,1,0,0,1,0,0
"Все хорошо, но привозят и просроченные товары, и фрукты неважного качества!!!",0,0,0,0,1,0,0,0
Дороговато,0,0,0,1,0,0,0,0
"Почему-то пропала кнопка оставить у дверей, хотя с ней было удобнее!",0,0,0,0,0,0,1,0
"Очень долго доставляют продукты, еще и задерживают часто",0,0,1,0,0,0,0,0
"Очень бы хотелось видеть отзывы других покупателей на товар.очень многое ""страшно"" пробовать без отзывов",1,0,0,0,0,0,1,0
"Уже не [NUM] минут, а дольше",0,0,1,0,0,0,0,0
"Бывает такое, что на фото продукт выглядит  хорошо, а в жизни наоборот, так же калорийность указана не везде правильно, и бжу тоже! Ну и конечно цены, иногда выгоднее сходить в магазин и потратить время на ходьбу, чем деньги на некоторые продукты!",0,0,0,1,1,0,1,0
"Здравствуйте! Очень волнует качество продуктов. Несколько раз, почти каждый раз, как только решусь у вас заказать овощи/фрукты, они оказываются гнилыми и протухшими. Последний раз доставили гнилые огурцы. Ужасная сборка продуктов и куда смотрят сборщики.",0,0,0,0,1,0,0,0
"Доставка всегда дольше заявленных [NUM] минут, зачем писать время, которое не соблюдается",0,0,1,0,0,1,0,0
"Нужно уменьшить цены! На свежие овощи и фрукты! Яйца и молоко.",0,0,0,1,1,0,0,0
Збс но раньше было лучше,0,0,0,0,0,0,0,0
"Все конечно классно, но вы постоянно опаздываете…",0,0,1,0,0,0,0,0
"Почти в [NUM]% случаев скоропортящийся товар приезжает с вот-вот подошедшим к окончанию срока годности, либо уже с  закончившимся сроком??",0,0,0,0,1,0,0,0
"Пишите одно время доставки а привозите дольше, продукты не очень хорошего качества",0,0,1,0,1,0,0,0
"Все хорошо но бывают нарушены условия хранения так как срок в порядке, а продукт кислый. Это касается молочки и салатов . Ягоды иногда бывают вялые. Круасаны очень вкусные свежие",0,0,0,0,1,0,0,0
"У нас самокат под окнами, можно было бы сделать для тех кто рядом со складом минимальную сумму заказа не такой высокой. Спасибо",0,0,0,1,0,0,0,0
Продолжительная доставка,0,0,1,0,0,0,0,0
"Продукты с истекающим день в день заказа сроком годности лучше утилизировать!!!",0,0,0,0,1,0,0,0
Все гуд,0,0,0,0,0,0,0,0
"Часто порченные продукты ! Опаздывают курьеры !",0,0,1,0,1,0,0,0
Привозят испорченные продукты с отвратительным запахом.,0,0,0,0,1,0,0,0
Круто выглядишь,0,0,0,0,0,0,0,0
Круто выглядишь,0,0,0,0,0,0,0,0
??,0,0,0,0,0,0,0,0
плохая доставка часто привозят не твой заказ либо задерживаются на пол часа-час,0,0,1,0,0,1,0,0
Последняя доставка очень долгая. При этом ни одного оповещения от вас,0,0,1,0,0,0,0,0
Приложение худшее из худших. Наймите тестировщиков.,0,0,0,0,0,0,1,0
Да,0,0,0,0,0,0,0,0
"Все было бы прям замечательно если бы в какие то моменты не привозили испорченные товары, к курьерами притензий никаких нет доставляют все во время им отдельное спасибо))",0,0,0,0,1,0,0,0
"Каждая вторая Доставка чуть ли в [NUM]раза задерживается по времени. Если пишет [NUM] минут, то привезут через [NUM]. В целом ничего страшного, на зачем писать [NUM] минут, если после этого продает хотябы ориентир по времени. «Курьер уже спешит к вам» и гадай сколько(",0,0,1,0,0,0,0,0
Все нормально,0,0,0,0,0,0,0,0
"Раньше был лучше сервис: акции, доставка, цены. Товаров сейчас больше, но че толку за такие деньги))) да и курьеры у вас конкретно изменились. Те, кто умеет четко и ясно говорить по-русски, отказываются работать за вашу зп?))а вот цены на вещи стали выше)",1,1,1,1,0,0,0,0
"Плохо, дорого и не свежее",0,0,0,1,1,0,0,0
"Последний раз очень огорчили меня тем, что в заказе привезли продукты, у которых заканчивался срок годности на следующий день. После этого и осадок остался неприятный и доверие упало. Хотелось бы получать свежие продукты.",0,0,0,0,1,0,0,0
"Доставка рассчитана не правильно. Курьеры иногда не понимают русский язык,сложно объяснять",0,0,1,0,0,0,0,0
Когда нужно что-то купить а заказ от определенной суммы это очень раздражает,0,0,0,1,0,0,0,0
"Очень медленно работаете, доставку ждать приходится больше получаса, хотя пункт самокат в соседнем доме",0,0,1,0,0,0,0,0
"Маленький ассортимент в доставке, есть одно, два других нет.. И так ломаешь голову где же заказвть так что бы в одном месте и было все,что нужно.. Увы это не про вас.Раздел специи. Выбора почти нет! Ну и цены ,конечно же выше, чем у других сетей.",1,0,0,1,0,0,0,0
"Я последние время, я несколько раз заказывал от вас , но ждал очень долго !, иногда [NUM]:[NUM] часа и иногда больше , всегда написал в поддержке и просто ответь ( много заказов у нас) , поэтому перестал заказать",0,0,1,0,0,1,0,0
"Приложение глючит, сумма минимального заказа иногда завышена , курьеры неопрятные",0,0,1,1,0,0,1,0
Вы хорошие,0,0,0,0,0,0,0,0
Черешня вся гнилая!!!!,0,0,0,0,1,0,0,0
"Развития и улыбок вам, а нам больше скидок!",0,1,0,0,0,0,0,0
"Т.к. заказываю часто, хотелось бы увеличить ассортимент. Отдельная благодарность за рецепты<[NUM]",1,0,0,0,0,0,0,0
"Долгая доставка, кушать хочется",0,0,1,0,0,0,0,0
Ничего хорошего,0,0,0,0,0,0,0,0
Качество оставляет желать лучшего,0,0,0,0,1,0,0,0
Неплохой старт там но нужно развиваться и пока есть интересные предложения вы можете их рассмотреть,0,0,0,0,0,0,0,0
Хочется большего ассортимента,1,0,0,0,0,0,0,0
Очень долгая доставка,0,0,1,0,0,0,0,0
"Очень долго, о никаких [NUM] минут даже речи не может быть. Ужас",0,0,1,0,0,0,0,0
"Сервис отвратительный. Оплатила заказ, ждала полчаса, написали, что курьер задерживается, а потом просто в приложении увидела отметку, что заказ отменен. Позвонила,- сказали, что курьер отменил заказ, тк не может проехать. Вообще бред. Деньги не вернули",0,0,1,0,0,1,0,1
"Местами дорого, чем в других доставках, особенно на фрукты",0,0,0,1,0,0,0,0
"В целом удобный сервис, но несколько раз привозили просроченнный товар и вот сегодня привезли помидоры черри вывалившиеся и сгнившие, это конечно треш.",0,0,0,0,1,0,0,0
В последнее время доставка по заказам увеличена с [NUM]м до [NUM]м. Нет понимания точного времени прибытия курьера,0,0,1,0,0,0,1,0
"Очень долго висит заказ на этапе «принят, скоро начнём собирать»",0,0,1,0,0,0,0,0
Пусть курьеры читают комментарии к заказу,0,0,1,0,0,0,0,0
"Быстрая доставка. Чаще вежливые курьеры. Периодически очень завышенная цена.",0,0,1,1,0,0,0,0
"Очень долгая доставка, качество товаров стало хуже",0,0,1,0,1,0,0,0
Курьеры тормоза,0,0,1,0,0,0,0,0
Верните Шадринскую минералку,1,0,0,0,0,0,0,0
В последнее время стало хуже с доставкой.,0,0,1,0,0,0,0,0
"Доставка бывает так и за [NUM]-[NUM] минут, так и [NUM] минут",0,0,1,0,0,0,0,0
"Все хорошо но цены бешенные:(  А мы простые люди не богачи",0,0,0,1,0,0,0,0
Очень долго везут заказ,0,0,1,0,0,0,0,0
Очень долго,0,0,1,0,0,0,0,0
"Цены выше обычного. Плюс ассортимент очень узкий. В грибах вообще нет выбора. Зелень всегда не свежая",1,0,0,1,1,0,0,0
"Хотела бы блюда для веганов без химии. Это прям очень. Второе, Не понятны ваши предложения в виде скидки от стоимости заказа. Указано, к примеру, больше [NUM] скидка, добавляю до этой суммы, скидок обещанных нет, только в плюс идет один круассан с -[NUM]%.",1,1,0,0,1,0,0,0
"Очень долгая доставка, хотя указано [NUM] минут",0,0,1,0,0,0,0,0
"Раньше быстрее доставляли продукты, качество было выше, цены адекватнее. Сейчас часто задерживают заказы, не знаю, по вине ли курьеров, но факт есть. Почти нет акций.",0,1,1,1,1,0,0,0
Батон не первой свежести,0,0,0,0,1,0,0,0
"Стали чаще и чаще приходить порченные продукты-капуста в пакетах, яблоки, авокадо, томаты, огурцы.",0,0,0,0,1,0,0,0
"Минимальная сумма заказа меняется на глазах. Не успеваешь её набрать, как она снова вырастает, и так по несколько раз",0,0,0,1,0,0,0,0
"Курьер уже на [NUM] мин опаздывает,да нахер ваш сервис!",0,0,1,0,0,0,0,0
Побольше новых продуктов не хватает,1,0,0,0,0,0,0,0
"Очень долгая стала доставка,  цены слишком завышены. Есть куча аналогов с оптимальной ценовой политикой и качеством товаров. Видимо нужно как то рекламу оплачивать. В рекламу вложились-цены подняли-покупателей распугали??",0,0,1,1,0,0,0,0
Переодически путаница с заказами и долгой доставкой,0,0,1,0,0,1,0,0
все время доставка задерживается минус всегда за это,0,0,1,0,0,0,0,0
"супер приложение, но это условие в доставке от [NUM] рублей расстраивает",0,0,0,1,0,0,1,0
Очень долгая доставка,0,0,1,0,0,0,0,0
"Цены, даже с учетом скидки выше чем в других магазинах",0,1,0,1,0,0,0,0
"Когда делаешь заказ поздно вечером привозят товар с последним сроком годности, т.е. уже завтра товар можно выкинуть",0,0,0,0,1,0,0,0
Норм,0,0,0,0,0,0,0,0
Хуета,0,0,0,0,0,0,0,0
"круто, но не всегда",0,0,0,0,0,0,0,0
Очень долго стали доставлять заказ,0,0,1,0,0,0,0,0
В принципе всё норм),0,0,0,0,0,0,0,0
"Опаздывают заказы постоянно, лучше пишите что приедет за [NUM] минут и привозите за [NUM], чем писать [NUM] минут и привозить за [NUM]-[NUM]",0,0,1,0,0,0,0,0
Долго доставляете ??,0,0,1,0,0,0,0,0
"Бывает задержка доставки, что не радует.",0,0,1,0,0,0,0,0
идите нахуй,0,0,0,0,0,0,0,0
"Продукты часто приезжают скисшие, за опоздания курьеров нет никаких скидок и промокодов! Если вы позиционируете себя, как быстрая доставка, будьте любезны работать над сервисом",0,1,1,0,1,0,0,0
"Удобный сервис, но дорогие продукты",0,0,0,1,0,0,0,0
"Цены завышены, но быстрая доставка это большой плюс. Ассортимент товаров маловат.",1,0,1,1,0,0,0,0
"Все хорошо, но очень маленький ассортимент и цены космос",1,0,0,1,0,0,0,0
Подняли цены на доставку была бесплатна щас платно!!!,0,0,0,1,0,0,0,0
"Очень долгая доставка ,не всегда свежие продукты,высокие цены",0,0,1,1,1,0,0,0
"Очень удобный и быстрый сервис. На работу всегда привозите за [NUM] минут. Но ассортимент оставляет желать лучшего. Когда заказываешь каждый день, одно и тоже надоедает.",1,0,1,0,0,0,0,0
.,0,0,0,0,0,0,0,0
"Крутой сервис и быстрая доставка, но очень высокие цены",0,0,1,1,0,0,0,0
"Курьеры гавно, поддержка тоже похую",0,0,1,0,0,1,0,0
Долго слишком,0,0,1,0,0,0,0,0
"Всегда когда надо быстро - задержка, когда быстро не надо - привозят мгновенно …",0,0,1,0,0,0,0,0
"Скорость зачастую отличная, цены слишком высокие, не хватает раздела, где можно подряд ленту со всеми товарами листать",0,0,1,1,0,0,1,0
"[NUM]. Часто привозят просроченные продукты, это прям минус. Было время, когда я перестала заказывать что-то готовое, боясь увидеть там плесень [NUM]. Время доставки хотелось бы уменьшить",0,0,1,0,1,0,0,0
"Прикольно, что можно заказывать еду домой. Да конечно большой ассортимент, но все равно всегда чего-то не хватает и очень быстро заканчиваются определенные позиции. По доставке нет претензий, всегда приезжают вовремя, вежливые)",1,0,0,0,0,0,0,0
"Я прошла игру, мне дали промокод на [NUM] процентов на покупку от [NUM] рублей, я попыталась применить его на сумму [NUM], и программа написала мне что я и так выбрала позиции со скидками, но в условиях не было прописано",0,1,0,0,0,0,0,0
В последнее время очень долго всегда,0,0,1,0,0,0,0,0
Нормально,0,0,0,0,0,0,0,0
"Стало долгое время доставки.Раньше заказывали из Яндекс лавки,но из-за времени доставки стали тут,сейчас уже ничем не выигрывает.Небольшой ассортимент",1,0,1,0,0,0,0,0
"Качество товара реально бывает ужасное,то вонючий плов пластмассой вонял, то продырявленный грязный флакон со средством. Люблю самокат за то , что быстрая доставка , курьеры всегда вежливые . Но товар это просто пизлец . Зачем вы ограничили количество бук",0,0,1,0,1,0,0,0
"очень долго стали приезжать заказы! выбираю вас в основном из за быстроты, но вы очень очень сильно стали подводить! видимо, лозунг - [NUM] минут не про вас, от [NUM] минут - да, плохой маркетинговый ход. теряете клиентуру.",0,0,1,0,0,0,0,0
"Очень долгая доставка. Всегда. [NUM] минут никогда не было. Пол часа в среднем. Оооочень долго",0,0,1,0,0,0,0,0
"Мало товаров. И «скидки» на товары, стоимость которых в магните такая же как без скидки",1,1,0,1,0,0,0,0
У меня нет времени думать о ебучем самокате,0,0,0,0,0,0,0,0
Последнее время достаточная система очень плохо работает.по началу всё было отлично,0,0,1,0,0,0,0,0
Готовая еда вся не вкусная,0,0,0,0,1,0,0,0
"Все вроде бы нормально. Но иногда качество продуктов оставляет желать лучшего.",0,0,0,0,1,0,0,0
"Думаю, что вы ужасно испортились. Заказ за [NUM] минут доставляют в одном случае из [NUM], часто заказываю зелень, она пожухлая и желтая почти всегда.",0,0,1,0,1,0,0,0
С чего по часу доставка?!,0,0,1,0,0,0,0,0
"Обещаете, что за [NUM] минут доставите, но за [NUM] минут она в [NUM]х случаях из [NUM].",0,0,1,0,0,0,0,0
"В последнее время, доставка очень плоха, то задержатся, то не то привезут, в поддержке толку [NUM]",0,0,1,0,1,1,0,0
"Пишут [NUM] мин, а по факту сегодня почти час уже едут",0,0,1,0,0,0,0,0
Likeee! ???????,0,0,0,0,0,0,0,0
Делайте меньше сумму минимального платежа,0,0,0,1,0,0,0,0
"Стартовая страница очень загружена ,хотелось видеть классическое разделение на категории ,а дальше уже скидки и все рекламы",0,0,0,0,0,0,1,0
"Очень удобно, доставку бы быстрее",0,0,1,0,0,0,0,0
иногда бывают проблемы с доставкой и по непонятным причинам увеличивается стоимость от которой можно сделать заказ,0,0,1,1,0,0,0,0
Работаю норм,0,0,0,0,0,0,0,0
"Не очень удобное приложение,не интуитивно понятно,где искать тот или иной товар.",0,0,0,0,0,0,1,0
"Очень долго производят доставку, возможно, недостаточно курьеров. Но если Яндекс лавку я знаю, что буду ждать около [NUM] минут, то тут все может сильно задержаться",0,0,1,0,0,0,0,0
"Очень нравится ассортимент и быстрые доставки, но качество сборки оставляет желать лучшего. Уже много раз нам привозили не наш заказ или в заказе не было некоторых позиций. Через службу поддержки вопросы решались, но доставка в итоге очень долгая/не вся",1,0,1,0,0,1,0,0
"Доставка обычно дольше обещанного времени. Многие цены дороже, чем в других магазинах",0,0,1,1,0,0,0,0
"Я в ахуе, почему так долго я успеваю сходить в туалет и по большому, полы помыть и поиграться с ежиком.",0,0,1,0,0,0,0,0
Очень долгая доставка,0,0,1,0,0,0,0,0
"Заказы иногда везут очень долго(в приложени написано, что через пару минут курьер уже уже у меня, а по факту я сижу and жду ещё [NUM] минут)",0,0,1,0,0,0,0,0
Норм,0,0,0,0,0,0,0,0
Неплохо бы добавить промокодов для старых пользователей))),0,1,0,0,0,0,0,0
"Молочная продукция с исходящим сроком годности, неоднократно привозили не самые свежие продукты",0,0,0,0,1,0,0,0
"У каждого почему-то разная минимальная сумма для бесплатной доставки, хотя в рекламе транслируется, что она бесплатная всегда.",0,0,1,1,0,0,0,0
"Сервис был учень удобен, без увеличения суммы минимального заказа. Я трачу около [NUM] минут на выбор продуктов, а по итогу не могу сделать заказ, потому что за это время сумма минимального заказа снова выросла. Из-за этого я перехожу на другие сервисы.",0,0,0,1,0,0,1,0
"Однажды мне везли заказ [NUM],[NUM] часа, вместо обещанных [NUM] минут. Поддержка не отвечала ни в телеграме,ни по телефону.Никто не извинился за такую задержку. нужно уведомлять клиента хоть как-то. В приложении статус не менялся тоже.",0,0,1,0,0,1,1,0
"Вы очень классные,желаю вам дальше развиваться,но не могли ли вы сделать так что бы заказ был не от какой то суммы либо же от [NUM] рублей в независимости от времени)",0,0,0,1,0,0,0,0
Раньше доставка была быстрее. Сейчас может ехать очень долго . Почти всегда задерживается .,0,0,1,0,0,0,0,0
Опаздывает доставка часто,0,0,1,0,0,0,0,0
"У меня сменился телефон ! И теперь вы обязываете меня заводить новый аккаунт с потеряй всех покупок , бонусов и привилегий",0,0,0,0,0,1,0,0
Долго,0,0,1,0,0,0,0,0
"Ягоды и в целом фрукты стали ужасными,не зависимо от адреса доставки,раньше качество всех товаров было гораздо лучше.Цены стали во много раз дороже чем у аналогичных сервисов, на единицу товара приходится по[NUM]-[NUM]рублей разлета цен.Коллеги перешли на ВВ",0,0,0,1,1,0,0,0
Почему можно заказывать только от определенной цены? Почему тут прям дорого…,0,0,0,1,0,0,0,0
Вы крутой магазин,0,0,0,0,0,0,0,0
Эксплуатируете курьеров без достойной оплаты,0,0,1,0,0,0,0,0
"Очень удобный сервис!Изначально были в восторге,от скорости доставки, качества продукта, стоимости.Заказывали доставку ежедневно.Сейчас реже пользуемся, задерживается, высокая стоимость, и исчезли скидки за опоздание,и чаще привозят некачественный продукт",0,1,1,1,1,0,0,0
"Прекрасное приложение, однако порой вместо [NUM] минут приходится ждать полчаса",0,0,1,0,0,0,0,0
"Овощи и фрукты на складах несвежие, привозили пожухлые, некоторые йогурты со сроком годности практически истекающие через пару дней, так не годится",0,0,0,0,1,0,0,0
заказ раньше от [NUM]р был,0,0,0,1,0,0,0,0
"Раз через раз приезжает более менее товар, в частности свыше [NUM] минут жду, да и иногда по часу",0,0,1,0,1,0,0,0
"Нравится быстрая доставка, но вот качество мясных и готовых продуктов оставляет желать лучше. Интересный ассортимент, но, к сожалению, быстро расходятся позиции и ничего не остаётся( скидки по промокоду никогда не проходят в приложении(",1,1,1,0,1,0,0,0
Отвратительно постоянно меняется стоимость корзины захожу заказ от [NUM] набираю на эту сумму выхожу на оплату а там уже от [NUM]. Это вообще не красиво и не правильно,0,0,0,1,0,0,1,0
"Заявлена доставка за [NUM]-[NUM] минут, но доставляют за +- [NUM],[NUM] часа",0,0,1,0,0,0,0,0
"Я работаю в самокате, повысьте зарплату",0,0,0,0,0,0,0,0
"Я думаю вы компания обманщиков, так как регулярная цена ничем не отличается от цены со скидкой. Вы кого обмануть пытаетесь???? А ещё мне ни разу не привезли сегодняшний хлеб, он всегда вчерашний или позавчерашний даже если я в комментариях прошу об этом.",0,1,0,1,1,0,0,0
Долго везете. Заказываю только из-за сроков доставки. В последнее время ваши [NUM] минут превращаются в [NUM]-[NUM]. Больше заказывать не буду.,0,0,1,0,0,0,0,0
"Очень много ошибок в составах продуктов. Поддержка долго отвечает. Разнообразный ассортимент. Есть продукты, которые у нас в городе нигде не купишь, кроме Самоката",1,0,0,0,1,1,0,0
"Очень дорого, ассортимент ужасно скудный. Всегда высокий спрос и надо набирать на [NUM] и больше, а тут уже смысл пропадает, можно заказать в магните",1,0,0,1,0,0,0,0
"Заказываю только когда нет возможности выйти или когда нужно что-то очень быстро.Если бы ассортимент был более разнообразным, то я бы заказывала намного чаще.",1,0,1,0,0,0,0,0
Очень тяжело сделать заказ,0,0,0,0,0,0,1,0
Постоянно опаздывает щаказ,0,0,1,0,0,0,0,0
"Шикарный сервис, но барьер в [NUM]? часто мешает покупать, было бы отлично снизить хотя-бы до [NUM], а в идеале до [NUM]",0,0,0,1,0,0,0,0
"В целом ок , но часто порченное и не свежее.",0,0,0,0,1,0,0,0
"Если бы, курьеры, приезжали по назначеному времени, то всё было бы хорошо. И если бы, самокат не накручивал цены в двое",0,0,1,1,0,0,0,0
Самокат лучшие,0,0,0,0,0,0,0,0
Верните состав прежний состав своей продукции (без Е-шек),0,0,0,0,1,0,0,0
"Доставка очень медленная, медленнее, чем обещается",0,0,1,0,0,0,0,0
часто задерживаетесь,0,0,1,0,0,0,0,0
Кашмар,0,0,0,0,0,0,0,0
"Не соответствуете тому что заявляете в рекламе,несколько раз доставку задерживали на продолжительное количество времени,если вы себя позиционируете как доставка «до [NUM] минут»,будьте добры выполнять это! Ну а то что покупателям часто подсовывают несвежие",0,0,1,0,1,0,0,0
Ненормально привозить продукты чей срок годности истекает через день-два,0,0,0,0,1,0,0,0
"Маленький выбор товара, неудобные разделы, постоянные задержки с доставкой, и вечно лагающее приложение.",1,0,1,0,0,0,1,0
Класс,0,0,0,0,0,0,0,0
"не радует изменение цены, с которой начинается доставка",0,0,0,1,0,0,0,0
Оооочень частые опоздания и задержки,0,0,1,0,0,0,0,0
"Поддержка отвечает медленно, доставка не соответствует указанным интервалам, применение скидок вообще почти невозможно самостоятельно высчитать. А обман с ""промокодами внутри"", которых нет - ну, это просто трэш.",0,1,1,0,0,1,0,0
Время ожидания не соответствует,0,0,1,0,0,0,0,0
В последнее время очень долгая доставка,0,0,1,0,0,0,0,0
Не всегда вежливые курьеры,0,0,1,0,0,0,0,0
"Стала очень долгая сборка и доставка. Раньше были обещанные [NUM] минут, а теперь можно около получаса ждать, таким темпами я и сама в магазин могу спуститься.",0,0,1,0,0,0,0,0
"Очень долго все, фрукты и овощи не свежие",0,0,1,0,1,0,0,0
Иногда заказы привозят с большим опозданием.,0,0,1,0,0,0,0,0
"В указанный срок [NUM] минут приезжает [NUM] заказ из [NUM]. Техподдержка уже [NUM] год говорит одно и то же: расширяем штат курьеров. Но ситуация не меняется. К самим курьерам нет вопросов и претензий, а только маркетологам, которые придумают неоправданные слоганы",0,0,1,0,0,1,0,0
